Action2EMG7R,0,-2,-2,-2,0,-1,2,3,2,-20,11,21,14,-36,21,-5,-10,-56,41,-4,21,-11,-29,4,-6,7,1,-10,-18,16,-7,4,1,-15,-50,-3,-7,-4,3,-3,-4,1,2,-1,-1
Action2GLX,1.1875,-0.25,0.6875,0.8125,0.8125,0.4375,0.6875,4.875,3.375,-18.5625,-32.8125,-14.875,-4.8125,22.8125,31.1875,28.4375,15.5,20.875,3.8125,-2.1875,12,1.4375,5.25,9.4375,-2,-17.1875,-17.9375,-9.5,1,-31.6875,-44.5625,-32.125,-9.875,0.8125,8.5,13,3.1875,5.6875,1.5625,4.3125,1.8125,2.1875,0.8125,-4.1875,-7.625
Action2GLY,1.1875,-0.25,0.6875,0.8125,0.8125,0.4375,0.6875,4.875,3.375,-18.5625,-32.8125,-14.875,-4.8125,22.8125,31.1875,28.4375,15.5,20.875,3.8125,-2.1875,12,1.4375,5.25,9.4375,-2,-17.1875,-17.9375,-9.5,1,-31.6875,-44.5625,-32.125,-9.875,0.8125,8.5,13,3.1875,5.6875,1.5625,4.3125,1.8125,2.1875,0.8125,-4.1875,-7.625
Action2GLZ,1.1875,-0.25,0.6875,0.8125,0.8125,0.4375,0.6875,4.875,3.375,-18.5625,-32.8125,-14.875,-4.8125,22.8125,31.1875,28.4375,15.5,20.875,3.8125,-2.1875,12,1.4375,5.25,9.4375,-2,-17.1875,-17.9375,-9.5,1,-31.6875,-44.5625,-32.125,-9.875,0.8125,8.5,13,3.1875,5.6875,1.5625,4.3125,1.8125,2.1875,0.8125,-4.1875,-7.625
Action2GRX,1.8125,-0.375,2,0.625,0.3125,1.125,1.125,1.25,-142.125,-63.125,-82.875,15.375,36.1875,-43.625,-58.8125,-28.3125,5.875,5.875,-9.3125,-18,1.375,-0.625,40.8125,61.9375,75.75,105.8125,96.1875,13.1875,-11.5,53.1875,-118.25,-54.9375,59.3125,64.4375,25.9375,7.25,21.1875,6.875,6.1875,3.3125,-3.9375,-9.125,7.5,19.9375,22.25
Action2GRY,1.8125,-0.375,2,0.625,0.3125,1.125,1.125,1.25,-142.125,-63.125,-82.875,15.375,36.1875,-43.625,-58.8125,-28.3125,5.875,5.875,-9.3125,-18,1.375,-0.625,40.8125,61.9375,75.75,105.8125,96.1875,13.1875,-11.5,53.1875,-118.25,-54.9375,59.3125,64.4375,25.9375,7.25,21.1875,6.875,6.1875,3.3125,-3.9375,-9.125,7.5,19.9375,22.25
Action2GRZ,1.8125,-0.375,2,0.625,0.3125,1.125,1.125,1.25,-142.125,-63.125,-82.875,15.375,36.1875,-43.625,-58.8125,-28.3125,5.875,5.875,-9.3125,-18,1.375,-0.625,40.8125,61.9375,75.75,105.8125,96.1875,13.1875,-11.5,53.1875,-118.25,-54.9375,59.3125,64.4375,25.9375,7.25,21.1875,6.875,6.1875,3.3125,-3.9375,-9.125,7.5,19.9375,22.25
Action2ORL,3.109993,3.110995,3.112956,3.110641,3.110631,3.106193,3.106049,3.099581,3.087895,3.062324,2.996922,2.939278,2.91397,2.933013,2.990589,3.049249,3.099182,3.168052,3.208396,3.197412,3.142845,3.089952,3.041977,3.031373,3.051151,3.064836,3.071236,3.060233,3.049745,3.014356,2.966155,2.947525,2.964498,2.996194,3.036415,3.071118,3.094656,3.097623,3.101616,3.092721,3.082227,3.07812,3.08015,3.082768,3.073619
Action2OPL,2.937695,2.937695,2.937439,2.938074,2.938766,2.938737,2.939373,2.94345,2.949815,2.945446,2.932221,2.939001,2.960114,2.994392,3.027895,3.036399,3.033484,3.035269,3.028205,3.017284,3.014519,3.010444,3.008201,3.003886,2.991173,2.972595,2.947535,2.918619,2.901897,2.876729,2.867431,2.867715,2.870105,2.877969,2.893476,2.906837,2.911288,2.912281,2.913168,2.912559,2.906676,2.897065,2.894679,2.894128,2.897456
Action2OYL,8.110468,8.109466,8.107633,8.111185,8.113178,8.118054,8.120492,8.131396,8.156021,8.16503,8.178784,8.191268,8.203197,8.210851,8.220901,8.21398,8.197485,8.166154,8.140079,8.147515,8.222669,8.288723,8.34312,8.377727,8.362518,8.327818,8.29033,8.267809,8.278082,8.275151,8.251319,8.205977,8.151449,8.11759,8.087055,8.069976,8.064695,8.06875,8.072964,8.088831,8.105741,8.117235,8.116598,8.112432,8.1088
Action2ORR,6.715589,6.715853,6.717253,6.71783,6.717831,6.717231,6.716309,6.716571,6.604829,6.499431,6.411977,6.291225,6.281557,6.148098,1.224794,0.8235692,0.7997611,0.7997611,7.773952,5.963146,5.577535,5.510209,5.535053,5.736586,6.025476,6.431615,6.674117,6.742339,6.722682,6.716962,6.74202,6.686548,6.79566,6.872705,6.860125,6.744069,6.694774,6.66627,6.64853,6.650948,6.67671,6.690298,6.693736,6.714417,6.752028
Action2OPR,3.287152,3.288061,3.288759,3.288944,3.289473,3.289123,3.289683,3.294082,3.561572,3.991691,4.445508,5.935298,6.22972,6.992431,7.398543,6.698877,6.724383,6.724383,7.404967,7.008437,6.483367,6.373665,6.400884,6.425538,6.351586,5.990849,5.499597,4.61881,4.474699,4.047029,3.554125,3.374937,3.249324,3.190565,3.174394,3.202124,3.221383,3.23036,3.234708,3.23471,3.229992,3.224693,3.225129,3.228857,3.238221
Action2OYR,9.936649,9.936848,9.938004,9.93913,9.939624,9.941811,9.945954,9.949459,9.705727,9.665471,9.651606,9.596528,9.5531,9.403201,4.585454,4.296728,4.273089,4.273089,1.252959,9.469563,9.048217,8.958208,8.938436,9.058475,9.271688,9.576622,9.727404,9.854688,9.902057,9.978649,9.863899,9.734056,9.684193,9.710452,9.8471,9.985474,0.07652351,0.1334945,0.1659995,0.1802239,0.1453811,0.1103828,0.1055092,0.1145154,0.12823
Action3ALX,0.9677734,0.9526367,0.9550781,0.9638672,0.9677734,0.9599609,0.9746094,0.9921875,0.9545898,0.9282227,0.9907227,1.00293,0.9536133,0.9082031,0.9038086,0.9355469,0.9604492,0.9306641,0.9580078,0.9780273,0.949707,0.9101563,0.9570313,0.980957,0.956543,0.953125,0.9697266,0.9589844,0.9609375,0.9291992,0.9570313,1.007813,0.9711914,0.9443359,0.9389648,0.9780273,0.9638672,0.9697266,0.9570313,0.9648438,0.9677734,0.9663086,0.9677734,0.949707,0.9658203
Action3ALY,-0.2382813,-0.2446289,-0.2387695,-0.2280273,-0.2294922,-0.2363281,-0.2509766,-0.2563477,-0.25,-0.2587891,-0.2744141,-0.2265625,-0.2504883,-0.2182617,-0.2387695,-0.2602539,-0.284668,-0.3530273,-0.3149414,-0.3344727,-0.2719727,-0.2783203,-0.2563477,-0.2573242,-0.25,-0.2910156,-0.246582,-0.2558594,-0.2270508,-0.2363281,-0.2089844,-0.2036133,-0.2124023,-0.2543945,-0.2260742,-0.2353516,-0.2299805,-0.2460938,-0.2387695,-0.2514648,-0.2294922,-0.2426758,-0.2368164,-0.2416992,-0.2333984
Action3ALZ,0.07568359,0.1044922,0.1044922,0.09130859,0.1064453,0.1044922,0.1005859,0.08447266,0.07275391,0.1010742,0.09277344,0.06005859,0.07470703,0.08154297,0.1044922,0.07617188,0.1113281,0.1254883,0.1308594,0.1240234,0.121582,0.1196289,0.1147461,0.1010742,0.112793,0.1113281,0.07666016,0.06689453,0.03955078,0.08886719,0.09570313,0.07080078,0.06982422,0.1152344,0.078125,0.08740234,0.1079102,0.105957,0.09667969,0.1113281,0.1098633,0.09375,0.1044922,0.09521484,0.1030273
