FFT_EMG0R_P1,FFT_EMG0R_P2,FFT_EMG0R_P3,FFT_EMG4R_P1,FFT_EMG4R_P2,FFT_EMG4R_P3,FFT_ALY_P1,FFT_ALY_P2,FFT_ALY_P3,FFT_GLY_P1,FFT_GLY_P2,FFT_GLY_P3,FFT_GLZ_P1,FFT_GLZ_P2,FFT_GLZ_P3,PSD_EMG4L_P1,PSD_EMG4L_P2,PSD_EMG4L_P3,PSD_EMG0L_P1,PSD_EMG0L_P2,PSD_EMG0L_P3,PSD_EMG1L_P1,PSD_EMG1L_P2,PSD_EMG1L_P3,PSD_EMG3R_P1,PSD_EMG3R_P2,PSD_EMG3R_P3,PSD_EMG5L_P1,PSD_EMG5L_P2,PSD_EMG5L_P3,DWT_EMG5L_P1,DWT_EMG5L_P2,DWT_EMG5L_P3,DWT_EMG0R_P1,DWT_EMG0R_P2,DWT_EMG0R_P3,DWT_EMG4R_P1,DWT_EMG4R_P2,DWT_EMG4R_P3,DWT_OYR_P1,DWT_EMG4R_P2,DWT_EMG4R_P3,DWT_EMG4L_P1,DWT_EMG4L_P2,DWT_EMG4L_P3,RMS_GRX,RMS_GRY,RMS_GLZ,RMS_GRZ,RMS_ALX,STD_EMG5L,STD_EMG6L,STD_EMG7L,STD_EMG4L,STD_EMG0R
5.56035,4.85513,4.43804,6.01053,4.88889,4.84958,0.179688,0,0,0.375,0,0,0.375,0,0,3.0103,3.01024,3.01008,3.0103,3.01024,3.01008,3.0103,3.01024,3.01008,25.6889,25.6889,25.6889,3.0103,3.01024,3.01008,-1.41421,-1.41421,-1.41421,11.8749,10.6566,7.38292,22.1032,8.31365,2.79477,12.1549,11.8786,11.8721,1.41421,1.41421,1.41421,57.5416,57.5416,0.375,57.5416,0.969727,0,0,0,0,10.9017
5.98471,4.36187,4.27933,3.91438,3.85815,3.7715,0.179688,0,0,0.375,0,0,0.375,0,0,3.0103,3.01024,3.01008,3.0103,3.01024,3.01008,3.0103,3.01024,3.01008,19.6261,19.6261,19.6261,3.0103,3.01024,3.01008,-1.41421,-1.41421,-1.41421,29.7498,11.7562,11.3824,14.8649,13.0632,5.30984,12.3625,12.25,12.1765,1.41421,1.41421,1.41421,48.156,48.156,0.375,48.156,0.969727,0,0,0,0,10.0941
3.29552,3.09272,2.86675,4.15437,3.97518,3.94764,0.179688,0,0,0.375,0,0,0.375,0,0,3.0103,3.01024,3.01008,3.0103,3.01024,3.01008,3.0103,3.01024,3.01008,13.1681,13.1681,13.168,3.0103,3.01024,3.01008,-1.41421,-1.41421,-1.41421,14.1521,11.7055,11.4092,19.3287,15.0408,9.59508,12.4897,12.3916,12.3518,1.41421,1.41421,1.41421,45.7347,45.7347,0.375,45.7347,0.969727,0,0,0,0,6.82109
0,0,0,11,0,0,0.512033,0.223814,0.0467802,13.1492,10.4965,10.3838,13.1492,10.4965,10.3838,25.8245,25.8245,25.8245,29.4094,29.4094,29.4094,25.3991,25.3991,25.399,3.0103,3.01024,3.01008,19.5596,19.5596,19.5596,38.9747,11.2306,9.25197,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,40.6914,32.0919,19.9559,1.125,1.125,19.4744,1.125,0.68016,14.2969,15.093,13.8988,16.7349,0
0,0,0,11,0,0,0.523383,0.234534,0.0514482,13.4291,11.6343,8.08228,13.4291,11.6343,8.08228,22.486,22.486,22.4859,26.7897,26.7897,26.7896,26.7704,26.7703,26.7703,3.0103,3.01024,3.01008,25.5859,25.5859,25.5858,43.9884,42.5527,23.98,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,36.3429,11.2328,5.77388,1.125,1.125,17.728,1.125,0.66539,17.1151,16.1639,15.6054,14.3976,0
0,0,0,11,0,0,0.47704,0.227248,0.0526616,13.8937,10.0572,9.69745,13.8937,10.0572,9.69745,15.596,15.596,15.596,27.935,27.935,27.9349,29.1521,29.1521,29.152,3.0103,3.01024,3.01008,25.5758,25.5758,25.5758,48.9096,35.9494,21.4168,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,49.5746,10.3216,3.70744,1.125,1.125,18.2715,1.125,0.721599,20.4722,10.436,21.0668,9.47362,0
0,0,0,11,0,0,0.522092,0.254662,0.0621799,16.8814,14.0706,10.1876,16.8814,14.0706,10.1876,28.8116,28.8116,28.8116,33.6991,33.6991,33.699,29.3441,29.3441,29.3441,3.0103,3.01024,3.01008,22.8648,22.8648,22.8647,39.8162,36.1451,14.6786,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,56.87,22.298,6.85893,1.125,1.125,22.0291,1.125,0.699258,18.2251,10.1853,26.7416,25.2736,0
0,0,0,11,0,0,0.519705,0.254635,0.0556365,12.7354,12.206,11.1218,12.7354,12.206,11.1218,24.6231,24.623,24.623,29.5767,29.5767,29.5767,27.0518,27.0518,27.0518,3.0103,3.01024,3.01008,21.8635,21.8635,21.8634,32.5812,27.8058,8.91966,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,44.3518,42.7572,14.0141,1.125,1.125,18.7139,1.125,0.690655,13.4327,14.2542,15.9724,18.1537,0
0,0,0,11,0,0,0.493967,0.241177,0.0672335,8.5521,7.93959,7.8478,8.5521,7.93959,7.8478,27.34,27.34,27.34,32.6426,32.6426,32.6426,30.3863,30.3863,30.3863,3.0103,3.01024,3.01008,27.2459,27.2459,27.2459,32.7533,10.2563,8.93087,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,39.2493,10.5526,6.97689,1.125,1.125,16.5107,1.125,0.715002,19.5729,7.52014,26.164,21.8725,0
0,0,0,11,0,0,0.534516,0.25172,0.0740351,13.8674,11.7135,9.64374,13.8674,11.7135,9.64374,23.8879,23.8879,23.8879,31.737,31.737,31.7369,29.6101,29.6101,29.61,3.0103,3.01024,3.01008,23.0924,23.0923,23.0923,24.6323,2.74548,0.989085,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,21.8105,10.1066,8.0717,1.125,1.125,20.7378,1.125,0.685022,15.0915,11.8885,21.8246,20.4889,0
0,0,0,11,0,0,0.5020942,0.2338386,0.04493513,15.06459,13.21591,11.75517,15.06459,13.21591,11.75517,22.46009,22.46007,22.46006,30.66846,30.66845,30.66843,27.98967,27.98966,27.98966,3.0103,3.010244,3.010075,25.81024,25.81023,25.81022,92.66577,13.35114,6.952703,0,0,0,15.55635,15.55635,15.55635,8.442763,8.442763,8.442763,135.2401,36.81316,30.12279,1.125,1.125,22.5416,1.125,0.7075647,20.02907,10.86603,16.05618,23.82826,0
0,0,0,11,0,0,0.548806,0.235482,0.0533339,13.2897,11.6706,9.532,13.2897,11.6706,9.532,25.9116,25.9116,25.9116,30.3975,30.3975,30.3975,29.3475,29.3475,29.3475,3.0103,3.01024,3.01008,26.45,26.4499,26.4499,80.5469,25.5135,25.0763,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,69.0878,40.8949,6.11867,1.125,1.125,21.3911,1.125,0.657957,22.2277,17.6063,22.9077,19.0883,0
0,0,0,11,0,0,0.53278,0.222836,0.0631332,22.2768,15.8456,14.051,22.2768,15.8456,14.051,22.5518,22.5517,22.5516,31.4899,31.4899,31.4898,30.0138,30.0138,30.0138,3.0103,3.01024,3.01008,21.1415,21.1415,21.1414,14.2819,10.2764,1.15546,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,12.8025,12.6023,11.149,1.125,1.125,30.5582,1.125,0.662787,14.4751,17.3336,20.4839,22.0432,0
0,0,0,11,0,0,0.537695,0.213507,0.0627599,14.2267,13.2706,13.0122,14.2267,13.2706,13.0122,25.3993,25.3993,25.3993,34.3773,34.3773,34.3773,29.8154,29.8154,29.8154,3.0103,3.01024,3.01008,19.1052,19.1052,19.1051,40.3456,37.0048,14.9305,0,0,0,15.5563,15.5563,15.5563,8.44276,8.44276,8.44276,21.9833,14.7813,10.2485,1.125,1.125,29.409,1.125,0.661974,11.2879,8.51155,21.7356,17.9476,0
